Lexer output for: Nexus\nexus.wfl
==============================================

   0: KeywordOpen at line 10, column 1 (length: 4)
  62: KeywordIf at line 35, column 7 (length: 2)
  63: Identifier("add_result") at line 35, column 10 (length: 10)
  64: KeywordIs at line 35, column 21 (length: 2)
  65: KeywordEqual at line 35, column 24 (length: 5)
  66: KeywordTo at line 35, column 30 (length: 2)
  67: IntLiteral(8) at line 35, column 33 (length: 1)
  68: Colon at line 35, column 34 (length: 1)
  69: Identifier("log_message") at line 36, column 5 (length: 11)
  70: KeywordWith at line 36, column 17 (length: 4)
  71: StringLiteral("Addition test: PASS") at line 36, column 22 (length: 21)
  72: KeywordOtherwise at line 37, column 1 (length: 9)
  73: Colon at line 37, column 10 (length: 1)
  74: Identifier("log_message") at line 38, column 5 (length: 11)
  75: KeywordWith at line 38, column 17 (length: 4)
  76: StringLiteral("Addition test: FAIL (expected 8, got ") at line 38, column 22 (length: 39)
  77: KeywordWith at line 38, column 62 (length: 4)
  78: Identifier("add_result") at line 38, column 67 (length: 10)
  79: KeywordWith at line 38, column 78 (length: 4)
  80: StringLiteral(")") at line 38, column 83 (length: 3)
  81: KeywordEnd at line 39, column 1 (length: 3)
  82: KeywordCheck at line 39, column 5 (length: 5)
  83: KeywordStore at line 42, column 1 (length: 5)
  84: Identifier("sub_result") at line 42, column 7 (length: 10)
  85: KeywordAs at line 42, column 18 (length: 2)
  86: Identifier("a") at line 42, column 21 (length: 1)
  87: KeywordMinus at line 42, column 23 (length: 5)
  88: Identifier("b") at line 42, column 29 (length: 1)
  89: KeywordCheck at line 43, column 1 (length: 5)
  90: KeywordIf at line 43, column 7 (length: 2)
  91: Identifier("sub_result") at line 43, column 10 (length: 10)
  92: KeywordIs at line 43, column 21 (length: 2)
  93: KeywordEqual at line 43, column 24 (length: 5)
  94: KeywordTo at line 43, column 30 (length: 2)
  95: IntLiteral(4) at line 43, column 33 (length: 1)
  96: Colon at line 43, column 34 (length: 1)
  97: Identifier("log_message") at line 44, column 5 (length: 11)
  98: KeywordWith at line 44, column 17 (length: 4)
  99: StringLiteral("Subtraction test: PASS") at line 44, column 22 (length: 24)
 100: KeywordOtherwise at line 45, column 1 (length: 9)
 101: Colon at line 45, column 10 (length: 1)
 102: Identifier("log_message") at line 46, column 5 (length: 11)
 103: KeywordWith at line 46, column 17 (length: 4)
 104: StringLiteral("Subtraction test: FAIL (expected 4, got ") at line 46, column 22 (length: 42)
 105: KeywordWith at line 46, column 65 (length: 4)
 106: Identifier("sub_result") at line 46, column 70 (length: 10)
 107: KeywordWith at line 46, column 81 (length: 4)
 108: StringLiteral(")") at line 46, column 86 (length: 3)
 109: KeywordEnd at line 47, column 1 (length: 3)
 110: KeywordCheck at line 47, column 5 (length: 5)
 111: KeywordStore at line 50, column 1 (length: 5)
 112: Identifier("mul_result") at line 50, column 7 (length: 10)
 113: KeywordAs at line 50, column 18 (length: 2)
 114: Identifier("a") at line 50, column 21 (length: 1)
 115: KeywordTimes at line 50, column 23 (length: 5)
 116: Identifier("b") at line 50, column 29 (length: 1)
 117: KeywordCheck at line 51, column 1 (length: 5)
 118: KeywordIf at line 51, column 7 (length: 2)
 119: Identifier("mul_result") at line 51, column 10 (length: 10)
 120: KeywordIs at line 51, column 21 (length: 2)
 121: KeywordEqual at line 51, column 24 (length: 5)
 122: KeywordTo at line 51, column 30 (length: 2)
 123: IntLiteral(12) at line 51, column 33 (length: 2)
 124: Colon at line 51, column 35 (length: 1)
 125: Identifier("log_message") at line 52, column 5 (length: 11)
 126: KeywordWith at line 52, column 17 (length: 4)
 127: StringLiteral("Multiplication test: PASS") at line 52, column 22 (length: 27)
 128: KeywordOtherwise at line 53, column 1 (length: 9)
 129: Colon at line 53, column 10 (length: 1)
 130: Identifier("log_message") at line 54, column 5 (length: 11)
 131: KeywordWith at line 54, column 17 (length: 4)
 132: StringLiteral("Multiplication test: FAIL (expected 12, got ") at line 54, column 22 (length: 46)
 133: KeywordWith at line 54, column 69 (length: 4)
 134: Identifier("mul_result") at line 54, column 74 (length: 10)
 135: KeywordWith at line 54, column 85 (length: 4)
 136: StringLiteral(")") at line 54, column 90 (length: 3)
 137: KeywordEnd at line 55, column 1 (length: 3)
 138: KeywordCheck at line 55, column 5 (length: 5)
 139: KeywordStore at line 58, column 1 (length: 5)
 140: Identifier("div_result") at line 58, column 7 (length: 10)
 141: KeywordAs at line 58, column 18 (length: 2)
 142: Identifier("a") at line 58, column 21 (length: 1)
 143: KeywordDividedBy at line 58, column 23 (length: 10)
 144: Identifier("b") at line 58, column 34 (length: 1)
 145: KeywordCheck at line 59, column 1 (length: 5)
 146: KeywordIf at line 59, column 7 (length: 2)
 147: Identifier("div_result") at line 59, column 10 (length: 10)
 148: KeywordIs at line 59, column 21 (length: 2)
 149: KeywordEqual at line 59, column 24 (length: 5)
 150: KeywordTo at line 59, column 30 (length: 2)
 151: IntLiteral(3) at line 59, column 33 (length: 1)
 152: Colon at line 59, column 34 (length: 1)
 153: Identifier("log_message") at line 60, column 5 (length: 11)
 154: KeywordWith at line 60, column 17 (length: 4)
 155: StringLiteral("Division test: PASS") at line 60, column 22 (length: 21)
 156: KeywordOtherwise at line 61, column 1 (length: 9)
 157: Colon at line 61, column 10 (length: 1)
 158: Identifier("log_message") at line 62, column 5 (length: 11)
 159: KeywordWith at line 62, column 17 (length: 4)
 160: StringLiteral("Division test: FAIL (expected 3, got ") at line 62, column 22 (length: 39)
 161: KeywordWith at line 62, column 62 (length: 4)
 162: Identifier("div_result") at line 62, column 67 (length: 10)
 163: KeywordWith at line 62, column 78 (length: 4)
 164: StringLiteral(")") at line 62, column 83 (length: 3)
 165: KeywordEnd at line 63, column 1 (length: 3)
 166: KeywordCheck at line 63, column 5 (length: 5)
 167: KeywordStore at line 66, column 1 (length: 5)
 168: Identifier("x") at line 66, column 7 (length: 1)
 169: KeywordAs at line 66, column 9 (length: 2)
 170: IntLiteral(5) at line 66, column 12 (length: 1)
 171: KeywordStore at line 67, column 1 (length: 5)
 172: Identifier("y") at line 67, column 7 (length: 1)
 173: KeywordAs at line 67, column 9 (length: 2)
 174: IntLiteral(2) at line 67, column 12 (length: 1)
 175: KeywordStore at line 68, column 1 (length: 5)
 176: Identifier("frac_result") at line 68, column 7 (length: 11)
 177: KeywordAs at line 68, column 19 (length: 2)
 178: Identifier("x") at line 68, column 22 (length: 1)
 179: KeywordDividedBy at line 68, column 24 (length: 10)
 180: Identifier("y") at line 68, column 35 (length: 1)
 181: KeywordCheck at line 70, column 1 (length: 5)
 182: KeywordIf at line 70, column 7 (length: 2)
 183: Identifier("frac_result") at line 70, column 10 (length: 11)
 184: KeywordTimes at line 70, column 22 (length: 5)
 185: IntLiteral(2) at line 70, column 28 (length: 1)
 186: KeywordIs at line 70, column 30 (length: 2)
 187: KeywordEqual at line 70, column 33 (length: 5)
 188: KeywordTo at line 70, column 39 (length: 2)
 189: Identifier("x") at line 70, column 42 (length: 1)
 190: Colon at line 70, column 43 (length: 1)
 191: Identifier("log_message") at line 71, column 5 (length: 11)
 192: KeywordWith at line 71, column 17 (length: 4)
 193: StringLiteral("Fractional division test: PASS") at line 71, column 22 (length: 32)
 194: KeywordOtherwise at line 72, column 1 (length: 9)
 195: Colon at line 72, column 10 (length: 1)
 196: Identifier("log_message") at line 73, column 5 (length: 11)
 197: KeywordWith at line 73, column 17 (length: 4)
 198: StringLiteral("Fractional division test: FAIL (expected 2.5, got ") at line 73, column 22 (length: 52)
 199: KeywordWith at line 73, column 75 (length: 4)
 200: Identifier("frac_result") at line 73, column 80 (length: 11)
 201: KeywordWith at line 73, column 92 (length: 4)
 202: StringLiteral(")") at line 73, column 97 (length: 3)
 203: KeywordEnd at line 74, column 1 (length: 3)
 204: KeywordCheck at line 74, column 5 (length: 5)
 205: Identifier("log_message") at line 76, column 1 (length: 11)
 206: KeywordWith at line 76, column 13 (length: 4)
 207: StringLiteral("Arithmetic Tests completed.") at line 76, column 18 (length: 29)
 208: Identifier("log_message") at line 81, column 1 (length: 11)
 209: KeywordWith at line 81, column 13 (length: 4)
 210: StringLiteral("Starting Control Flow (If/Else) Tests...") at line 81, column 18 (length: 42)
 211: KeywordStore at line 83, column 1 (length: 5)
 212: Identifier("m") at line 83, column 7 (length: 1)
 213: KeywordAs at line 83, column 9 (length: 2)
 214: IntLiteral(10) at line 83, column 12 (length: 2)
 215: KeywordStore at line 84, column 1 (length: 5)
 216: Identifier("n") at line 84, column 7 (length: 1)
 217: KeywordAs at line 84, column 9 (length: 2)
 218: IntLiteral(5) at line 84, column 12 (length: 1)
 219: KeywordCheck at line 87, column 1 (length: 5)
 220: KeywordIf at line 87, column 7 (length: 2)
 221: Identifier("m") at line 87, column 10 (length: 1)
 222: KeywordIs at line 87, column 12 (length: 2)
 223: KeywordGreater at line 87, column 15 (length: 7)
 224: Identifier("than n") at line 87, column 23 (length: 6)
 225: Colon at line 87, column 29 (length: 1)
 226: KeywordStore at line 88, column 5 (length: 5)
 227: Identifier("result1") at line 88, column 11 (length: 7)
 228: KeywordAs at line 88, column 19 (length: 2)
 229: StringLiteral("yes") at line 88, column 22 (length: 5)
 230: KeywordOtherwise at line 89, column 1 (length: 9)
 231: Colon at line 89, column 10 (length: 1)
 232: KeywordStore at line 90, column 5 (length: 5)
 233: Identifier("result1") at line 90, column 11 (length: 7)
 234: KeywordAs at line 90, column 19 (length: 2)
 235: StringLiteral("no") at line 90, column 22 (length: 4)
 236: KeywordEnd at line 91, column 1 (length: 3)
 237: KeywordCheck at line 91, column 5 (length: 5)
 238: KeywordCheck at line 92, column 1 (length: 5)
 239: KeywordIf at line 92, column 7 (length: 2)
 240: Identifier("result1") at line 92, column 10 (length: 7)
 241: KeywordIs at line 92, column 18 (length: 2)
 242: KeywordEqual at line 92, column 21 (length: 5)
 243: KeywordTo at line 92, column 27 (length: 2)
 244: StringLiteral("yes") at line 92, column 30 (length: 5)
 245: Colon at line 92, column 35 (length: 1)
 246: Identifier("log_message") at line 93, column 5 (length: 11)
 247: KeywordWith at line 93, column 17 (length: 4)
 248: StringLiteral("If condition TRUE branch test: PASS") at line 93, column 22 (length: 37)
 249: KeywordOtherwise at line 94, column 1 (length: 9)
 250: Colon at line 94, column 10 (length: 1)
 251: Identifier("log_message") at line 95, column 5 (length: 11)
 252: KeywordWith at line 95, column 17 (length: 4)
 253: StringLiteral("If condition TRUE branch test: FAIL (expected yes, got ") at line 95, column 22 (length: 57)
 254: KeywordWith at line 95, column 80 (length: 4)
 255: Identifier("result1") at line 95, column 85 (length: 7)
 256: KeywordWith at line 95, column 93 (length: 4)
 257: StringLiteral(")") at line 95, column 98 (length: 3)
 258: KeywordEnd at line 96, column 1 (length: 3)
 259: KeywordCheck at line 96, column 5 (length: 5)
 260: KeywordCheck at line 99, column 1 (length: 5)
 261: KeywordIf at line 99, column 7 (length: 2)
 262: Identifier("m") at line 99, column 10 (length: 1)
 263: KeywordIs at line 99, column 12 (length: 2)
 264: KeywordLess at line 99, column 15 (length: 4)
 265: Identifier("than n") at line 99, column 20 (length: 6)
 266: Colon at line 99, column 26 (length: 1)
 267: KeywordStore at line 100, column 5 (length: 5)
 268: Identifier("result2") at line 100, column 11 (length: 7)
 269: KeywordAs at line 100, column 19 (length: 2)
 270: StringLiteral("yes") at line 100, column 22 (length: 5)
 271: KeywordOtherwise at line 101, column 1 (length: 9)
 272: Colon at line 101, column 10 (length: 1)
 273: KeywordStore at line 102, column 5 (length: 5)
 274: Identifier("result2") at line 102, column 11 (length: 7)
 275: KeywordAs at line 102, column 19 (length: 2)
 276: StringLiteral("no") at line 102, column 22 (length: 4)
 277: KeywordEnd at line 103, column 1 (length: 3)
 278: KeywordCheck at line 103, column 5 (length: 5)
 279: KeywordCheck at line 104, column 1 (length: 5)
 280: KeywordIf at line 104, column 7 (length: 2)
 281: Identifier("result2") at line 104, column 10 (length: 7)
 282: KeywordIs at line 104, column 18 (length: 2)
 283: KeywordEqual at line 104, column 21 (length: 5)
 284: KeywordTo at line 104, column 27 (length: 2)
 285: StringLiteral("no") at line 104, column 30 (length: 4)
 286: Colon at line 104, column 34 (length: 1)
 287: Identifier("log_message") at line 105, column 5 (length: 11)
 288: KeywordWith at line 105, column 17 (length: 4)
 289: StringLiteral("If condition FALSE branch test: PASS") at line 105, column 22 (length: 38)
 290: KeywordOtherwise at line 106, column 1 (length: 9)
 291: Colon at line 106, column 10 (length: 1)
 292: Identifier("log_message") at line 107, column 5 (length: 11)
 293: KeywordWith at line 107, column 17 (length: 4)
 294: StringLiteral("If condition FALSE branch test: FAIL (expected no, got ") at line 107, column 22 (length: 57)
 295: KeywordWith at line 107, column 80 (length: 4)
 296: Identifier("result2") at line 107, column 85 (length: 7)
 297: KeywordWith at line 107, column 93 (length: 4)
 298: StringLiteral(")") at line 107, column 98 (length: 3)
 299: KeywordEnd at line 108, column 1 (length: 3)
 300: KeywordCheck at line 108, column 5 (length: 5)
 301: KeywordStore at line 111, column 1 (length: 5)
 302: Identifier("result3") at line 111, column 7 (length: 7)
 303: KeywordAs at line 111, column 15 (length: 2)
 304: StringLiteral("no") at line 111, column 18 (length: 4)
 305: KeywordCheck at line 112, column 1 (length: 5)
 306: KeywordIf at line 112, column 7 (length: 2)
 307: Identifier("m") at line 112, column 10 (length: 1)
 308: KeywordIs at line 112, column 12 (length: 2)
 309: KeywordGreater at line 112, column 15 (length: 7)
 310: Identifier("than n") at line 112, column 23 (length: 6)
 311: Colon at line 112, column 29 (length: 1)
 312: KeywordChange at line 113, column 5 (length: 6)
 313: Identifier("result3") at line 113, column 12 (length: 7)
 314: KeywordTo at line 113, column 20 (length: 2)
 315: StringLiteral("yes") at line 113, column 23 (length: 5)
 316: KeywordEnd at line 114, column 1 (length: 3)
 317: KeywordCheck at line 114, column 5 (length: 5)
 318: KeywordCheck at line 115, column 1 (length: 5)
 319: KeywordIf at line 115, column 7 (length: 2)
 320: Identifier("result3") at line 115, column 10 (length: 7)
 321: KeywordIs at line 115, column 18 (length: 2)
 322: KeywordEqual at line 115, column 21 (length: 5)
 323: KeywordTo at line 115, column 27 (length: 2)
 324: StringLiteral("yes") at line 115, column 30 (length: 5)
 325: Colon at line 115, column 35 (length: 1)
 326: Identifier("log_message") at line 116, column 5 (length: 11)
 327: KeywordWith at line 116, column 17 (length: 4)
 328: StringLiteral("If (no else) true-case test: PASS") at line 116, column 22 (length: 35)
 329: KeywordOtherwise at line 117, column 1 (length: 9)
 330: Colon at line 117, column 10 (length: 1)
 331: Identifier("log_message") at line 118, column 5 (length: 11)
 332: KeywordWith at line 118, column 17 (length: 4)
 333: StringLiteral("If (no else) true-case test: FAIL") at line 118, column 22 (length: 35)
 334: KeywordEnd at line 119, column 1 (length: 3)
 335: KeywordCheck at line 119, column 5 (length: 5)
 336: KeywordStore at line 122, column 1 (length: 5)
 337: Identifier("result4") at line 122, column 7 (length: 7)
 338: KeywordAs at line 122, column 15 (length: 2)
 339: StringLiteral("yes") at line 122, column 18 (length: 5)
 340: KeywordIf at line 123, column 1 (length: 2)
 341: Identifier("m") at line 123, column 4 (length: 1)
 342: KeywordIs at line 123, column 6 (length: 2)
 343: KeywordEqual at line 123, column 9 (length: 5)
 344: KeywordTo at line 123, column 15 (length: 2)
 345: Identifier("n") at line 123, column 18 (length: 1)
 346: KeywordThen at line 123, column 20 (length: 4)
 347: KeywordChange at line 123, column 25 (length: 6)
 348: Identifier("result4") at line 123, column 32 (length: 7)
 349: KeywordTo at line 123, column 40 (length: 2)
 350: StringLiteral("yes") at line 123, column 43 (length: 5)
 351: KeywordOtherwise at line 123, column 49 (length: 9)
 352: KeywordChange at line 123, column 59 (length: 6)
 353: Identifier("result4") at line 123, column 66 (length: 7)
 354: KeywordTo at line 123, column 74 (length: 2)
 355: StringLiteral("no") at line 123, column 77 (length: 4)
 356: KeywordCheck at line 124, column 1 (length: 5)
 357: KeywordIf at line 124, column 7 (length: 2)
 358: Identifier("result4") at line 124, column 10 (length: 7)
 359: KeywordIs at line 124, column 18 (length: 2)
 360: KeywordEqual at line 124, column 21 (length: 5)
 361: KeywordTo at line 124, column 27 (length: 2)
 362: StringLiteral("no") at line 124, column 30 (length: 4)
 363: Colon at line 124, column 34 (length: 1)
 364: Identifier("log_message") at line 125, column 5 (length: 11)
 365: KeywordWith at line 125, column 17 (length: 4)
 366: StringLiteral("Single-line if/then/otherwise test: PASS") at line 125, column 22 (length: 42)
 367: KeywordOtherwise at line 126, column 1 (length: 9)
 368: Colon at line 126, column 10 (length: 1)
 369: Identifier("log_message") at line 127, column 5 (length: 11)
 370: KeywordWith at line 127, column 17 (length: 4)
 371: StringLiteral("Single-line if/then/otherwise test: FAIL (expected no, got ") at line 127, column 22 (length: 61)
 372: KeywordWith at line 127, column 84 (length: 4)
 373: Identifier("result4") at line 127, column 89 (length: 7)
 374: KeywordWith at line 127, column 97 (length: 4)
 375: StringLiteral(")") at line 127, column 102 (length: 3)
 376: KeywordEnd at line 128, column 1 (length: 3)
 377: KeywordCheck at line 128, column 5 (length: 5)
 378: Identifier("log_message") at line 130, column 1 (length: 11)
 379: KeywordWith at line 130, column 13 (length: 4)
 380: StringLiteral("Control Flow (If/Else) Tests completed.") at line 130, column 18 (length: 41)
 381: Identifier("log_message") at line 135, column 1 (length: 11)
 382: KeywordWith at line 135, column 13 (length: 4)
 383: StringLiteral("Starting Loop Tests...") at line 135, column 18 (length: 24)
 384: KeywordStore at line 138, column 1 (length: 5)
 385: Identifier("sum_count") at line 138, column 7 (length: 9)
 386: KeywordAs at line 138, column 17 (length: 2)
 387: IntLiteral(0) at line 138, column 20 (length: 1)
 388: KeywordCount at line 139, column 1 (length: 5)
 389: KeywordFrom at line 139, column 7 (length: 4)
 390: IntLiteral(1) at line 139, column 12 (length: 1)
 391: KeywordTo at line 139, column 14 (length: 2)
 392: IntLiteral(5) at line 139, column 17 (length: 1)
 393: Colon at line 139, column 18 (length: 1)
 394: KeywordChange at line 140, column 5 (length: 6)
 395: Identifier("sum_count") at line 140, column 12 (length: 9)
 396: KeywordTo at line 140, column 22 (length: 2)
 397: Identifier("sum_count") at line 140, column 25 (length: 9)
 398: KeywordPlus at line 140, column 35 (length: 4)
 399: KeywordCount at line 140, column 40 (length: 5)
 400: KeywordEnd at line 141, column 1 (length: 3)
 401: KeywordCount at line 141, column 5 (length: 5)
 402: KeywordCheck at line 143, column 1 (length: 5)
 403: KeywordIf at line 143, column 7 (length: 2)
 404: Identifier("sum_count") at line 143, column 10 (length: 9)
 405: KeywordIs at line 143, column 20 (length: 2)
 406: KeywordEqual at line 143, column 23 (length: 5)
 407: KeywordTo at line 143, column 29 (length: 2)
 408: IntLiteral(15) at line 143, column 32 (length: 2)
 409: Colon at line 143, column 34 (length: 1)
 410: Identifier("log_message") at line 144, column 5 (length: 11)
 411: KeywordWith at line 144, column 17 (length: 4)
 412: StringLiteral("Count loop test (1 to 5 sum): PASS") at line 144, column 22 (length: 36)
 413: KeywordOtherwise at line 145, column 1 (length: 9)
 414: Colon at line 145, column 10 (length: 1)
 415: Identifier("log_message") at line 146, column 5 (length: 11)
 416: KeywordWith at line 146, column 17 (length: 4)
 417: StringLiteral("Count loop test (expected 15, got ") at line 146, column 22 (length: 36)
 418: KeywordWith at line 146, column 59 (length: 4)
 419: Identifier("sum_count") at line 146, column 64 (length: 9)
 420: KeywordWith at line 146, column 74 (length: 4)
 421: StringLiteral("): FAIL") at line 146, column 79 (length: 9)
 422: KeywordEnd at line 147, column 1 (length: 3)
 423: KeywordCheck at line 147, column 5 (length: 5)
 424: KeywordCreate at line 150, column 1 (length: 6)
 425: Identifier("list") at line 150, column 8 (length: 4)
 426: KeywordAs at line 150, column 13 (length: 2)
 427: Identifier("numbers push") at line 150, column 16 (length: 12)
 428: KeywordWith at line 151, column 6 (length: 4)
 429: Identifier("numbers") at line 151, column 11 (length: 7)
 430: KeywordAnd at line 151, column 19 (length: 3)
 431: IntLiteral(1) at line 151, column 23 (length: 1)
 432: Identifier("push") at line 152, column 1 (length: 4)
 433: KeywordWith at line 152, column 6 (length: 4)
 434: Identifier("numbers") at line 152, column 11 (length: 7)
 435: KeywordAnd at line 152, column 19 (length: 3)
 436: IntLiteral(2) at line 152, column 23 (length: 1)
 437: Identifier("push") at line 153, column 1 (length: 4)
 438: KeywordWith at line 153, column 6 (length: 4)
 439: Identifier("numbers") at line 153, column 11 (length: 7)
 440: KeywordAnd at line 153, column 19 (length: 3)
 441: IntLiteral(3) at line 153, column 23 (length: 1)
 442: KeywordStore at line 155, column 1 (length: 5)
 443: Identifier("sum_for_each") at line 155, column 7 (length: 12)
 444: KeywordAs at line 155, column 20 (length: 2)
 445: IntLiteral(0) at line 155, column 23 (length: 1)
 446: KeywordFor at line 156, column 1 (length: 3)
 447: KeywordEach at line 156, column 5 (length: 4)
 448: Identifier("num") at line 156, column 10 (length: 3)
 449: KeywordIn at line 156, column 14 (length: 2)
 450: Identifier("numbers") at line 156, column 17 (length: 7)
 451: Colon at line 156, column 24 (length: 1)
 452: KeywordChange at line 157, column 5 (length: 6)
 453: Identifier("sum_for_each") at line 157, column 12 (length: 12)
 454: KeywordTo at line 157, column 25 (length: 2)
 455: Identifier("sum_for_each") at line 157, column 28 (length: 12)
 456: KeywordPlus at line 157, column 41 (length: 4)
 457: Identifier("num") at line 157, column 46 (length: 3)
 458: KeywordEnd at line 158, column 1 (length: 3)
 459: KeywordFor at line 158, column 5 (length: 3)
 460: KeywordCheck at line 160, column 1 (length: 5)
 461: KeywordIf at line 160, column 7 (length: 2)
 462: Identifier("sum_for_each") at line 160, column 10 (length: 12)
 463: KeywordIs at line 160, column 23 (length: 2)
 464: KeywordEqual at line 160, column 26 (length: 5)
 465: KeywordTo at line 160, column 32 (length: 2)
 466: IntLiteral(6) at line 160, column 35 (length: 1)
 467: Colon at line 160, column 36 (length: 1)
 468: Identifier("log_message") at line 161, column 5 (length: 11)
 469: KeywordWith at line 161, column 17 (length: 4)
 470: StringLiteral("For-each loop test (sum of [1,2,3]): PASS") at line 161, column 22 (length: 43)
 471: KeywordOtherwise at line 162, column 1 (length: 9)
 472: Colon at line 162, column 10 (length: 1)
 473: Identifier("log_message") at line 163, column 5 (length: 11)
 474: KeywordWith at line 163, column 17 (length: 4)
 475: StringLiteral("For-each loop test (expected 6, got ") at line 163, column 22 (length: 38)
 476: KeywordWith at line 163, column 61 (length: 4)
 477: Identifier("sum_for_each") at line 163, column 66 (length: 12)
 478: KeywordWith at line 163, column 79 (length: 4)
 479: StringLiteral("): FAIL") at line 163, column 84 (length: 9)
 480: KeywordEnd at line 164, column 1 (length: 3)
 481: KeywordCheck at line 164, column 5 (length: 5)
 482: KeywordStore at line 167, column 1 (length: 5)
 483: Identifier("count1") at line 167, column 7 (length: 6)
 484: KeywordAs at line 167, column 14 (length: 2)
 485: IntLiteral(1) at line 167, column 17 (length: 1)
 486: KeywordStore at line 168, column 1 (length: 5)
 487: Identifier("sum_while") at line 168, column 7 (length: 9)
 488: KeywordAs at line 168, column 17 (length: 2)
 489: IntLiteral(0) at line 168, column 20 (length: 1)
 490: KeywordRepeat at line 169, column 1 (length: 6)
 491: KeywordWhile at line 169, column 8 (length: 5)
 492: Identifier("count1") at line 169, column 14 (length: 6)
 493: KeywordIs at line 169, column 21 (length: 2)
 494: KeywordLess at line 169, column 24 (length: 4)
 495: Identifier("than") at line 169, column 29 (length: 4)
 496: KeywordOr at line 169, column 34 (length: 2)
 497: KeywordEqual at line 169, column 37 (length: 5)
 498: KeywordTo at line 169, column 43 (length: 2)
 499: IntLiteral(5) at line 169, column 46 (length: 1)
 500: Colon at line 169, column 47 (length: 1)
 501: KeywordChange at line 170, column 5 (length: 6)
 502: Identifier("sum_while") at line 170, column 12 (length: 9)
 503: KeywordTo at line 170, column 22 (length: 2)
 504: Identifier("sum_while") at line 170, column 25 (length: 9)
 505: KeywordPlus at line 170, column 35 (length: 4)
 506: Identifier("count1") at line 170, column 40 (length: 6)
 507: KeywordChange at line 171, column 5 (length: 6)
 508: Identifier("count1") at line 171, column 12 (length: 6)
 509: KeywordTo at line 171, column 19 (length: 2)
 510: Identifier("count1") at line 171, column 22 (length: 6)
 511: KeywordPlus at line 171, column 29 (length: 4)
 512: IntLiteral(1) at line 171, column 34 (length: 1)
 513: KeywordEnd at line 172, column 1 (length: 3)
 514: KeywordRepeat at line 172, column 5 (length: 6)
